"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_283";"v_1";"v_321";"v_322";"v_323";"v_324";"v_325";"v_326";"v_327";"v_328";"v_329";"v_330";"v_169";"v_285";"v_282";"v_10";"v_11";"v_286";"v_19";"v_20";"v_21";"v_22";"v_23";"v_24";"v_25";"v_26";"v_27";"v_28";"v_29";"v_30";"v_31";"v_32";"v_33";"v_34";"v_35";"v_292";"v_293";"v_49";"v_50";"v_54";"v_331";"v_297";"v_298";"v_316";"v_317";"v_318";"v_319";"v_55";"v_56";"v_287";"v_296";"v_306";"v_307";"v_313";"v_314";"v_104";"v_105";"v_106";"v_107";"v_108";"v_109";"v_205";"v_206";"v_207";"v_208";"v_209";"v_210";"v_228";"v_229";"v_230";"v_231";"v_232";"v_126";"v_85";"v_86";"v_87";"v_88";"v_234";"v_233";"v_100";"v_99";"v_101";"v_120";"v_121";"v_122";"v_284";"v_239";"v_240";"v_238";"v_132";"v_133";"v_134";"v_135";"v_136";"v_137";"v_247";"v_248";"v_249";"v_250";"v_251";"v_252";"v_144";"v_145";"v_146";"v_147";"v_148";"v_149";"v_150";"v_151";"v_152";"v_153";"v_154";"v_265";"v_157";"v_266";"v_164";"v_267";"v_165";"v_268";"v_166";"v_269";"v_167";"v_270";"v_168";"v_288";"v_333";"v_334";"v_272";"v_273";"v_186";"v_187";"v_188";"v_190";"v_191";"v_271";"v_193";"v_195";"v_196";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6028401";"rts6028402";"rts6028403";"rts6028404";"rts6028405";"rts6028407";"rts6028408";"rts6028410";"rts6028411";"rts6028412";"rts6028413";"rts6028414";"rts6028415";"rts6028416";"rts6028417";"rts6028419";"rts6028420";"rts6028421";"rts6028422";"rts6028423";"rts6028424";"rts6028425";"rts6028426";"rts6028427";"rts6028428";"rts6028429";"rts6028430";"rts6028431";"rts6028432";"rts6028434"
"1628";"0";"0";"31";"6028435";"-77";"787";"4EBE7A99-D871-46D5-952E-95E0EF1838F8";"3";"Bitcoin";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"39";"1";"2";"3";"3";"2";"3";"2";"1";"2";"2";"2";"3";"3";"2";"1";"1";"0";"1";"0";"0";"0";"0";"0";"5";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"2";"0";"1";"0";"2";"6";"6";"2";"2";"5";"4";"3";"3";"3";"2";"4";"2";"2";"5";"6";"5";"5";"2";"2";"2";"2";"2";"2";"1";"2";"6";"1";"0";"0";"0";"1";"1";"0";"1";"2";"2";"2";"3";"2";"6";"4";"1";"2";"2";"2";"4";"4";"2";"2";"4";"3";"6";"6";"3";"1";"1";"2";"4";"-99";"2";"-99";"3";"-99";"1";"-99";"1";"-99";"3";"-99";"2";"4";"2";"1";"2";"7";"-99";"4";"-99";"16";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"de04c61652af97eeb25516218fa78500";"3";"0";"1634288812";"2021-10-15 09:06:52";"2021-10-15 09:19:59";"0000-00-00 00:00:00";"9";"21";"111";"142";"170";"0";"193";"203";"254";"274";"300";"314";"344";"380";"399";"440";"501";"528";"552";"593";"597";"630";"651";"664";"684";"699";"709";"725";"781";"787"
"1629";"0";"0";"31";"6028435";"-77";"874";"F93FF929-D4B4-49F7-8A42-C524C000A2FE";"3";"Internet";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"21";"1";"3";"2";"3";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"3";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"3";"7";"-77";"-77";"-77";"1";"2";"3";"4";"5";"6";"4";"3";"3";"2";"2";"3";"2";"5";"2";"7";"5";"3";"2";"1";"1";"2";"2";"1";"-77";"3";"5";"1";"0";"0";"0";"1";"1";"0";"2";"6";"5";"6";"5";"5";"6";"4";"3";"5";"2";"3";"3";"5";"3";"3";"4";"2";"2";"3";"5";"5";"4";"2";"6";"Auto, Haus, Grundstück, Haustiere";"4";"Gebäude, Ferienhaus, Boot";"6";"Covid-Impfnachweis, Krankmeldung, Medikamente aus Apotheke besorgen";"2";"Autobatterie, Photovoltaik,  Heizung  Alles, das nicht permanent in Betrieb ist. ";"6";"YouTube,  suchanfrageb Internet, regelmäßige Spenden ";"2";"Erotikartikel, Geschenke";"7";"5";"1";"1";"4";"5";"-99";"3";"-99";"20";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"7";"7,5,1";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"f9337627095b70cfe5dc1fb5a2e6b015";"3";"0";"1634291012";"2021-10-15 09:43:32";"2021-10-15 09:58:06";"0000-00-00 00:00:00";"3";"13";"79";"112";"139";"0";"157";"0";"195";"219";"242";"261";"292";"319";"332";"375";"399";"429";"453";"492";"496";"554";"587";"638";"699";"758";"809";"826";"869";"874"
"1630";"0";"0";"31";"6028435";"-77";"685";"8DC8C2C3-D80B-4CC9-B70E-45D8A54BFE3B";"3";"keine";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"39";"2";"1";"1";"5";"1";"3";"2";"2";"3";"2";"3";"3";"2";"2";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"5";"0";"1";"0";"0";"4";"5";"5";"4";"5";"5";"4";"4";"4";"2";"4";"2";"6";"3";"4";"4";"4";"2";"2";"2";"2";"2";"2";"2";"4";"4";"4";"0";"0";"0";"1";"3";"0";"3";"2";"2";"4";"4";"4";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"6";"-99";"4";"-99";"6";"-99";"5";"-99";"4";"-99";"4";"-99";"7";"3";"2";"1";"3";"7";"-99";"4";"-99";"24";"Blitzschutz";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.72";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"61cec1d23c54686b87edce8f14c9b0bc";"3";"0";"1634302165";"2021-10-15 12:49:25";"2021-10-15 13:00:50";"0000-00-00 00:00:00";"4";"18";"85";"131";"148";"0";"165";"175";"200";"223";"261";"268";"284";"313";"321";"324";"341";"363";"395";"500";"502";"523";"533";"550";"573";"595";"605";"627";"678";"685"
"1631";"0";"0";"31";"6028435";"-77";"841";"EE5AEBA4-F634-48D1-83F3-BD86612AF0CA";"3";"Bitcoinherstellung";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"45";"2";"1";"1";"6";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"0";"0";"0";"0";"0";"0";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"4";"6";"0";"1";"0";"2";"4";"5";"4";"4";"4";"4";"7";"1";"1";"1";"4";"2";"5";"7";"5";"7";"7";"2";"2";"2";"1";"1";"2";"1";"2";"5";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"2";"6";"3";"7";"4";"6";"1";"6";"-99";"1";"-99";"7";"-99";"7";"-99";"7";"-99";"5";"-99";"8";"8";"2";"1";"3";"7";"-99";"1";"-99";"23";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"7e5c3f943f1b04fadf8951499786418a";"3";"0";"1634305784";"2021-10-15 13:49:44";"2021-10-15 14:03:45";"0000-00-00 00:00:00";"7";"16";"129";"165";"194";"0";"220";"228";"275";"308";"336";"359";"391";"426";"438";"480";"515";"547";"577";"627";"631";"664";"678";"698";"717";"733";"751";"771";"829";"841"
"1632";"0";"0";"31";"6028435";"-77";"884";"5A5CDC23-6872-43DD-8EE7-53B9FA606DBA";"3";"bitcoin";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"51";"2";"1";"1";"2";"2";"3";"3";"1";"1";"2";"2";"3";"3";"3";"3";"1";"0";"1";"0";"0";"0";"0";"0";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"2";"0";"1";"0";"2";"5";"5";"3";"3";"5";"4";"3";"3";"3";"3";"5";"2";"4";"3";"3";"4";"3";"2";"2";"2";"2";"2";"2";"2";"4";"4";"2";"0";"0";"0";"1";"1";"0";"1";"4";"4";"4";"4";"4";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"3";"6";"-99";"6";"-99";"6";"-99";"6";"-99";"6";"-99";"6";"-99";"8";"5";"1";"1";"3";"2";"-99";"4";"-99";"19";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"9ac892a35c7d4424381b34857dd765a1";"3";"0";"1634306579";"2021-10-15 14:02:59";"2021-10-15 14:17:43";"0000-00-00 00:00:00";"4";"14";"218";"251";"292";"0";"322";"335";"385";"412";"437";"471";"496";"531";"541";"591";"632";"657";"676";"705";"710";"737";"750";"769";"786";"800";"814";"836";"876";"884"
"1633";"0";"0";"32";"6028435";"-77";"-1";"86755313-D242-4511-8A58-09B3053A7B78";"3";"Crypto";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"17";"1";"2";"4";"6";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"6";"5";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"4";"5";"0";"0";"1";"2";"5";"5";"3";"2";"5";"6";"3";"5";"5";"2";"5";"2";"6";"3";"4";"4";"2";"2";"2";"2";"2";"1";"1";"-77";"5";"4";"2";"0";"0";"0";"1";"1";"0";"2";"5";"5";"6";"5";"7";"6";"6";"5";"7";"6";"7";"7";"6";"4";"5";"4";"4";"2";"2";"3";"2";"1";"4";"6";"-99";"4";"-99";"5";"-99";"5";"-99";"5";"-99";"6";"-99";"7";"9";"1";"1";"3";"5";"-99";"4";"-99";"24";"Versicherungswesen";"1";"-99";"1";"-99";"-99";"Mozilla/5.0 (Linux; Android 11; Mi 9 SE) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"a2f7c3d788dab0ae90c60f10c2e74fec";"3";"0";"1634309414";"2021-10-15 14:50:14";"2021-10-15 16:02:52";"0000-00-00 00:00:00";"6";"24";"83";"112";"139";"0";"166";"176";"220";"3857";"3887";"3905";"3938";"3964";"3981";"4006";"4035";"4067";"4094";"4136";"4141";"4177";"4197";"4212";"4231";"4252";"4264";"4280";"4354";"4358"
"1634";"0";"0";"31";"6028435";"-77";"746";"316FA71D-B28C-4542-A6C1-B4A94BBC0010";"3";"keine Vorstellung";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"18";"1";"1";"1";"3";"3";"3";"3";"1";"1";"1";"1";"3";"3";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"7";"2";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"5";"1";"0";"1";"0";"1";"3";"5";"4";"2";"4";"4";"3";"2";"1";"1";"4";"2";"3";"4";"5";"5";"6";"2";"2";"2";"2";"2";"2";"2";"4";"5";"4";"0";"0";"0";"1";"1";"0";"2";"2";"2";"4";"3";"3";"6";"4";"3";"3";"4";"4";"4";"4";"3";"4";"3";"3";"4";"4";"5";"5";"4";"4";"4";"-99";"3";"-99";"4";"-99";"1";"-99";"5";"-99";"5";"-99";"6";"5";"2";"1";"6";"4";"-99";"6";"-99";"4";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,7,1";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"6ebac4d330d672bad4a220adc5809571";"3";"0";"1634312574";"2021-10-15 15:42:54";"2021-10-15 15:55:20";"0000-00-00 00:00:00";"3";"18";"76";"112";"138";"0";"163";"169";"228";"271";"292";"310";"335";"373";"388";"433";"459";"479";"503";"537";"541";"570";"594";"618";"647";"666";"679";"696";"741";"746"
"1636";"0";"0";"31";"6028435";"-77";"632";"E0AC68AF-AE3A-413A-BCF3-CB45AF48FBA2";"3";"Zukunft ";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"36";"2";"1";"1";"1";"3";"3";"2";"1";"1";"2";"1";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"5";"-77";"-77";"-77";"1";"5";"4";"3";"3";"5";"5";"2";"4";"1";"2";"3";"2";"4";"5";"6";"4";"3";"2";"2";"2";"2";"2";"1";"-77";"1";"6";"1";"0";"0";"0";"1";"1";"0";"2";"2";"2";"5";"7";"7";"6";"5";"4";"4";"4";"6";"4";"4";"3";"4";"4";"5";"3";"6";"5";"6";"6";"1";"5";"-99";"6";"-99";"7";"-99";"4";"-99";"6";"-99";"3";"-99";"5";"4";"2";"1";"2";"7";"-99";"3";"-99";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Linux; Android 10; ELE-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"7";"7,1,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"1d6368d9f663d2115fd2a9db7139afa4";"3";"0";"1634326390";"2021-10-15 19:33:10";"2021-10-15 19:43:42";"0000-00-00 00:00:00";"4";"10";"60";"94";"115";"0";"131";"0";"173";"197";"222";"240";"271";"293";"305";"339";"372";"400";"423";"460";"468";"502";"514";"538";"548";"557";"572";"591";"625";"632"
"1637";"0";"0";"31";"6028435";"-77";"1508";"0C51A9A2-CDF8-4FE1-9DDF-81416C815740";"3";"kompliziert";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"9";"2";"1";"1";"3";"3";"3";"1";"1";"1";"3";"3";"3";"3";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"3";"3";"-77";"-77";"-77";"2";"4";"3";"4";"4";"4";"4";"6";"1";"1";"1";"1";"2";"1";"3";"6";"5";"5";"2";"2";"2";"2";"2";"2";"1";"4";"4";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"3";"6";"4";"5";"4";"4";"4";"4";"5";"4";"4";"5";"3";"3";"3";"4";"4";"3";"3";"5";"-99";"4";"-99";"5";"-99";"6";"-99";"4";"-99";"5";"-99";"6";"3";"1";"1";"6";"4";"-99";"8";"-99";"2";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,7,1";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"cce6aac010cdef3e48d91cd07c40fa16";"3";"0";"1634335745";"2021-10-15 22:09:05";"2021-10-15 22:34:13";"0000-00-00 00:00:00";"7";"23";"131";"165";"241";"0";"319";"0";"454";"489";"520";"540";"575";"629";"644";"831";"909";"950";"969";"1238";"1242";"1279";"1346";"1364";"1392";"1428";"1438";"1455";"1503";"1508"
"1638";"0";"0";"31";"6028435";"-77";"391";"ED711DD2-527A-4A84-AFEF-AE2BB4F88027";"3";"Modern";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"29";"2";"1";"1";"1";"1";"3";"3";"1";"1";"2";"1";"3";"3";"3";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"2";"0";"1";"0";"2";"4";"5";"2";"4";"5";"5";"3";"5";"4";"5";"5";"2";"5";"4";"7";"6";"5";"2";"2";"2";"2";"2";"2";"1";"4";"4";"5";"0";"0";"0";"1";"1";"0";"2";"3";"3";"4";"4";"4";"6";"4";"4";"5";"5";"4";"5";"4";"4";"4";"4";"4";"5";"6";"3";"2";"3";"3";"5";"-99";"2";"-99";"4";"-99";"4";"-99";"5";"-99";"4";"-99";"5";"5";"2";"1";"2";"3";"-99";"4";"-99";"18";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"5";"5,7,1";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028416,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"23af3acc681395b30343d7b95aa3625e";"3";"0";"1634348366";"2021-10-16 01:39:26";"2021-10-16 01:45:57";"0000-00-00 00:00:00";"3";"8";"43";"63";"71";"0";"79";"83";"103";"116";"129";"139";"155";"190";"194";"216";"231";"242";"277";"295";"298";"315";"323";"328";"335";"352";"356";"365";"388";"391"
"1639";"0";"0";"31";"6028435";"-77";"717";"90CD8D1A-D8CF-4570-A748-8FC44A207DE1";"3";"Nichts.";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"41";"2";"1";"1";"1";"2";"3";"1";"1";"1";"1";"3";"3";"2";"2";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"1";"0";"1";"0";"2";"2";"7";"2";"2";"7";"7";"1";"7";"7";"5";"7";"2";"6";"1";"6";"4";"6";"2";"2";"2";"2";"2";"2";"2";"2";"6";"1";"0";"0";"0";"1";"1";"0";"2";"2";"2";"2";"2";"2";"6";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"-99";"4";"-99";"4";"-99";"4";"-99";"4";"-99";"4";"-99";"5";"1";"2";"1";"1";"7";"-99";"1";"-99";"24";"IT";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"ea8a511fae9c2fecb491f50de627c36f";"3";"0";"1634378584";"2021-10-16 10:03:04";"2021-10-16 10:15:01";"0000-00-00 00:00:00";"6";"15";"77";"119";"133";"0";"154";"160";"205";"226";"259";"276";"297";"335";"346";"366";"401";"422";"435";"450";"455";"478";"499";"511";"524";"543";"654";"672";"710";"717"
"1641";"0";"0";"31";"6028435";"-77";"1055";"77CA564E-11C2-48FD-B154-AEBD148602F9";"3";"Nichts";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"22";"2";"1";"1";"1";"1";"3";"3";"1";"1";"1";"3";"3";"3";"3";"2";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"5";"-77";"-77";"-77";"2";"5";"6";"1";"3";"5";"5";"3";"5";"5";"4";"3";"2";"7";"3";"6";"7";"7";"2";"1";"1";"1";"1";"1";"-77";"6";"3";"1";"0";"0";"0";"1";"2";"0";"3";"3";"3";"3";"3";"3";"6";"5";"3";"4";"5";"4";"4";"5";"3";"6";"5";"4";"5";"7";"4";"4";"4";"6";"5";"Zahl";"4";"-99";"2";"-99";"6";"-99";"6";"-99";"7";"-99";"1";"6";"2";"1";"1";"3";"-99";"2";"-99";"2";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,5,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"0";"0";"-77";"-77";"d4e07b6c8499dc655116000e93ec0154";"3";"0";"1634388354";"2021-10-16 12:45:54";"2021-10-16 13:03:29";"0000-00-00 00:00:00";"3";"24";"106";"147";"167";"0";"195";"0";"271";"317";"352";"372";"425";"465";"481";"538";"589";"630";"664";"736";"742";"839";"865";"897";"930";"964";"986";"1010";"1043";"1055"
